,composition,crystallinity,synthesis,spacegroup,rho (ohm.cm),S [muV/K],PF [W/mK^2],zT,kappa [W/mK],sigma [S/cm],T [K],src
857,Ag9TlTe5,Polycrystalline,Melted,167.0,0.0832,327.0,0.00012852,0.244800824,0.21,12.019,400.0,http://dx.doi.org/10.1063/1.2009828
858,Ca2Co2O5,Single crystal,Melted,12.0,0.00146667,142.36,0.0013819,0.23521233,2.35,681.82,400.0,http://dx.doi.org/10.1143/JJAP.39.L1127
859,Sr0.61Ba0.39Nb2O6,Polycrystalline,"Templated grain growth, air, anneal P(O2) = 10$^{-14}$",100.0,0.008,-216.0,0.0005832,0.187981765,2.1717,125.0,700.0,http://dx.doi.org/10.1557/jmr.2010.78
860,In1.94Ge0.06O3,Polycrystalline,Solid state reaction,206.0,0.00139586,-88.5677,0.00056196,0.100865679,3.89999,716.4,700.0,http://dx.doi.org/10.1016/j.ssc.2007.12.033
861,Pb0.94Sr0.04TeNa0.02,Polycrystalline,Sparks plasma sintering,225.0,0.000678887,81.0,0.00096644,0.10173,2.85,1473.0,300.0,http://dx.doi.org/10.1038/nature11439
862,CeFe1.5Co2.5Sb12,Polycrystalline,"Melted, vacuum",204.0,0.0446028,12.0057,3.2316e-07,,,22.42,400.0,http://www.jstor.org/stable/2889796
863,Zr0.15Hf0.15Ti0.7NiSn,Polycrystalline,"Arc-melted, Ar",216.0,0.0016849,-260.931,0.0040409,,,593.51,700.0,http://dx.doi.org/10.1016/j.jallcom.2004.05.078
864,In0.25Co4Sb12,Polycrystalline,Solid state reaction,204.0,0.00134137,-247.94,0.0045828,0.809426937,2.26473,745.51,400.0,http://dx.doi.org/10.1021/cm052055b
865,Ca0.96Bi0.04Mn0.96Nb0.04O3,Polycrystalline,Solid state reaction,62.0,0.008864209,-91.19,9.3801e-05,0.012410311,2.2675,112.81,300.0,http://dx.doi.org/10.1016/j.jallcom.2009.08.012
866,WO2.9,Polycrystalline,Spark plasma sintering,10.0,0.00105367,-45.45,0.00019604,0.039515646,3.4727,949.06,700.0,Personal communication
867,Ca0.98Bi0.02Mn0.98Nb0.02O3,Polycrystalline,Solid state reaction,62.0,0.021537238,-119.21,6.5979e-05,0.011603063,2.27454,46.431,400.0,http://dx.doi.org/10.1016/j.jallcom.2009.08.012
868,Zr0.5Hf0.5NiSn1.998Sb0.002,Polycrystalline,"Arc-melted, Ar",216.0,0.002168,-281.0,0.0036421,0.537,2.712932995,461.25,400.0,http://dx.doi.org/10.1016/j.jallcom.2004.05.078
869,CaGd0.98Mn0.02O3,Polycrystalline,Co-precipitation,62.0,0.022105261,-227.92,0.000235,,,45.238,700.0,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x
870,CeFe3.5Co0.5Sb14,Polycrystalline,Combination of melting and powder metallurgy techniques,204.0,0.00107,158.0,0.0023331,0.6558871,2.49,934.58,700.0,http://dx.doi.org/10.1109/ICT.1996.553263
871,SrTi0.8Nb0.2O3,Polycrystalline,"Solid state reaction, Ar",140.0,0.001709402,-110.0,0.00070785,0.100710366,4.92,585.0,700.0,http://dx.doi.org/10.1063/1.3117943
872,W0.9O2.7Co0.2O0.3,Polycrystalline,Solid state reaction,2.0,561.0255547,103.833,1.9217e-09,,,0.0017825,300.0,http://dx.doi.org/10.1007/s10854-011-0574-8
873,CeFe1.5Co2.5Sb12,Polycrystalline,"Melted, vacuum",204.0,0.00397477,-89.9103,0.00020338,,,251.59,1000.0,http://www.jstor.org/stable/2889796
874,LiMn2O4,Polycrystalline,"Solid state reaction, air",227.0,1720.91,-55.6808,1.8016e-10,,,0.00058109,300.0,http://dx.doi.org/10.1063/1.1687532
875,CaMn0.94Ru0.06O3,Polycrystalline,Solid state reaction,62.0,0.00660169,-101.6,0.00015635,,,151.48,400.0,http://dx.doi.org/10.1016/S0025-5408(02)00997-2
876,NaCo2O4,Polycrystalline,"Solid state reaction, air",194.0,0.0034,161.0,0.00076238,0.254977376,2.093,294.12,700.0,http://dx.doi.org/10.1143/JJAP.40.4644
877,YBiRu2O7,Polycrystalline,Solid state reaction,227.0,0.001901516,17.15,1.546e-05,,,514.61,700.0,http://dx.doi.org/10.1016/S0038-1098(03)00080-2
878,CuCrO2,Polycrystalline,"Solid state reaction, air",166.0,3.4081,633.893,1.179e-05,0.001689722,4.8843,0.29342,700.0,http://dx.doi.org/10.1109/ICT.2006.331288
879,Zn0.9975Al0.0025O,Polycrystalline,"Solid state reaction, vacuum",186.0,0.041277,-180.753,7.9152e-05,,,24.227,700.0,http://dx.doi.org/10.1007/s11664-009-0815-2
880,Ba8Ga16Sn30,Polycrystalline,"Melted, Ar",223.0,0.0115,-233.0,0.00047208,,,86.957,400.0,http://dx.doi.org/10.1109/ICT.1999.843362
881,Zr0.5Hf0.5NiSn,Polycrystalline,"Arc-melted, Ar",216.0,0.00236129,-237.912,0.0023971,0.539,3.113096927,423.5,700.0,http://dx.doi.org/10.1016/j.jallcom.2004.05.078
882,La2.74Te4,Polycrystalline,"Solid state reaction, Ar",220.0,0.00639,-215.0,0.0007234,0.810073831,0.893,156.49,1000.0,http://dx.doi.org/10.1103/PhysRevB.81.125205
883,Zn0.99Al0.01O,Polycrystalline,"Solid state reaction, vacuum",186.0,0.00709234,-117.177,0.0001936,,,141.0,400.0,http://dx.doi.org/10.1007/s11664-009-0815-2
884,Bi1.2S1.2Ti2S4,Polycrystalline,"Solid-liquid-vapor reaction, vacuum",,0.000499,-54.85,0.00060291,0.100068103,2.41,2004.0,400.0,http://dx.doi.org/10.3390/ma3042606
885,Mn1.3Mo6S8,Polycrystalline,"Solid state reaction, vacuum",148.0,0.000961538,57.4673,0.00034346,0.119165632,2.8822,1040.0,1000.0,http://dx.doi.org/10.1007/s11664-009-0975-0
886,Zn0.99Al0.01O,Polycrystalline,"Solid state reaction, air",186.0,0.003981072,-182.219,0.00083404,0.043166624,13.525,200.35,700.0,http://dx.doi.org/10.1039/A602506D
887,CuCr0.99Mg0.01O2,Polycrystalline,"Solid state reaction, air",166.0,1.75771,444.688,1.125e-05,0.000702824,6.4029,0.56892,400.0,http://dx.doi.org/10.1109/ICT.2006.331288
888,La3Te3.8Sb0.2,Polycrystalline,"Solid state reaction, Ar",220.0,0.00053,-45.0,0.00038208,0.047719668,2.402,1886.8,300.0,http://dx.doi.org/10.1103/PhysRevB.81.125205
889,Ca0.98La0.02MnO3,Polycrystalline,Solid state reaction,62.0,0.046114613,-201.71,8.8228e-05,,,21.685,300.0,http://www.jmst.org/EN/Y2009/V25/I04/0535
890,Ca2.7Bi0.3Co4O9,Polycrystalline,"Solid state reaction, air",12.0,0.009095,169.0,0.00031403,0.10991039,2.0,109.95,700.0,http://dx.doi.org/10.1063/1.1480115
891,La0.8Sr0.2CoO3,Polycrystalline,Solid state reaction,15.0,0.000597035,5.52,5.1036e-06,,,1674.9,1000.0,http://dx.doi.org/10.1016/j.jssc.2008.08.078
892,In0.05Co4Sb12,Polycrystalline,Solid state reaction,204.0,0.00843493,-334.67,0.0013279,0.594360115,1.56386,118.55,700.0,http://dx.doi.org/10.1021/cm052055b
893,CaMn0.98Nb0.02O3,Polycrystalline,Ultrasonic spray pyrolysis,62.0,0.0215409,-203.88,0.00019296,0.03719487,2.07513,46.423,400.0,http://dx.doi.org/10.1557/jmr.2011.140
894,Ba8Ga16Ge30,Polycrystalline,"Melted, Ar",223.0,0.00141,-186.0,0.0024536,,,709.22,700.0,http://dx.doi.org/10.1109/ICT.1999.843362
895,W0.9O2.7Co0.2O0.3,Polycrystalline,Solid state reaction,2.0,52.08251954,121.603,2.8392e-08,,,0.0192,700.0,http://dx.doi.org/10.1007/s10854-011-0574-8
896,Ba8Ga16Ge30,Polycrystalline,Arc melting,223.0,0.00463,288.0,0.0017914,0.627006479,2.0,215.98,700.0,http://dx.doi.org/10.1109/ICT.2002.1190269
897,CuCr0.95Mg0.05O2,Polycrystalline,"Solid state reaction, air",166.0,0.0546485,241.265,0.00010651,0.0047257,9.0158,18.299,400.0,http://dx.doi.org/10.1109/ICT.2006.331288
898,CuRh0.96Mg0.04O2,Polycrystalline,"Solid state reaction, air",166.0,0.0112,187.8,0.0003149,,,89.286,400.0,http://dx.doi.org/10.1103/PhysRevB.80.115103
899,Zn0.9975Al0.0025O,Polycrystalline,"Microwave solvothermal, air",186.0,0.296735905,-210.0,1.4862e-05,0.001603781,2.78,3.37,300.0,http://dx.doi.org/10.1021/nl202439h
900,Ag0.15Sb0.15Te1.15Ge0.85,Single crystal,Melted,166.0,0.000849855,122.16,0.001756,0.458771734,1.53108,1176.7,400.0,http://dx.doi.org/10.1201/9781420049718.ch22
901,In1.9Ge0.1O3,Polycrystalline,Solid state reaction,206.0,0.0017302,-93.2129,0.00050218,0.108354634,3.24419,577.97,700.0,http://dx.doi.org/10.1016/j.ssc.2007.12.033
902,Zr0.4Hf0.4Ti0.2NiSn,Polycrystalline,"Arc-melted, Ar",216.0,0.00511455,-233.589,0.0010668,0.127573719,3.345,195.52,400.0,http://dx.doi.org/10.1063/1.1868063
903,Li0.0242Ni0.9758O,Polycrystalline,Solid state reaction,225.0,0.012343256,102.59,8.5269e-05,0.009093419,3.75078,81.016,400.0,http://dx.doi.org/10.1143/JJAP.38.L1336
904,Ca0.7Tb0.3MnO3,Polycrystalline,Solid state reaction,62.0,0.00607036,-46.31,3.5322e-05,0.00488322,2.170001556,164.73,300.0,http://dx.doi.org/10.1016/0022-4596(91)90248-G
905,TiNiSn,Polycrystalline,Magnetic levitation induction furnace,216.0,0.0075,-200.0,0.00053333,0.020725389,7.72,133.33,300.0,http://dx.doi.org/10.1063/1.4765358
906,Sr0.8La0.2TiO3,Polycrystalline,"Solid state reaction, Ar",221.0,0.002380618,-158.0,0.0010486,,,420.06,1000.0,http://dx.doi.org/10.1016/S0925-8388(02)00972-6
907,Ba8Ga16Ge30,Single crystal,"Czochralski method, argon",223.0,0.001418,-150.0,0.0015867,0.711999566,1.56,705.22,700.0,http://dx.doi.org/10.1063/1.2163979
908,CsBi4Te6,Single crystal,"Melted, air",12.0,0.000774,105.3,0.0014326,,,1292.0,300.0,http://dx.doi.org/10.1126/science.287.5455.1024
909,Fe1.94Ti0.06O3,Polycrystalline,"Solid state reaction, air",2.0,0.057563565,-294.72,0.00015089,0.045042023,3.35,173720.0,1000.0,http://dx.doi.org/10.1016/S0925-8388(01)01804-7
910,Zn4Sb3,Polycrystalline,"Solid state reaction, Ar",167.0,0.0024668,155.085,0.000975,0.524900307,0.743,405.38,400.0,http://dx.doi.org/10.1039/c0jm02011g
911,In1.9Ge0.1O3,Polycrystalline,Solid state reaction,206.0,0.00132139,-53.2639,0.0002147,0.00940658,6.84738,756.78,300.0,http://dx.doi.org/10.1016/j.ssc.2007.12.033
912,Yb14MnSb11,Single crystal,"Flux (Sn), Ar",142.0,0.00203961,56.4516,0.00015624,0.055801689,0.84,490.29,300.0,http://dx.doi.org/10.1021/cm060261t
913,BaPbO3,Polycrystalline,Solid state reaction (under oxygen),74.0,0.000526685,-33.62,0.00021455,0.029357635,5.11561,1898.7,700.0,http://dx.doi.org/10.1023/A:1018515223271
914,In0.05Co4Sb12,Polycrystalline,Solid state reaction,204.0,0.00597571,-279.86,0.0013106,0.188435535,2.08661,167.34,300.0,http://dx.doi.org/10.1021/cm052055b
915,SrNd0.24Ti0.76O3,Polycrystalline,"Solid state reaction, air",221.0,0.001808318,-31.5,5.4871e-05,0.004149068,5.29,553.0,400.0,http://dx.doi.org/10.1007/978-3-540-88201-5_24
916,Y0.5Bi1.5Ru2O7,Polycrystalline,Solid state reaction,227.0,0.00101116,21.46,4.5545e-05,,,968.79,400.0,http://dx.doi.org/10.1016/S0038-1098(03)00080-2
917,Ca3Co4O9,Polycrystalline,"Sol-gel, air",12.0,0.041030186,58.0016,8.1993e-06,,,24.372,400.0,http://dx.doi.org/10.1016/S0038-1098(02)00555-0
918,CaMn0.98Nb0.02O3,Polycrystalline,Ultrasonic spray pyrolysis,62.0,0.028358,-234.57,0.00019404,0.083293437,1.63069,35.263,700.0,http://dx.doi.org/10.1557/jmr.2011.140
919,AgCrSe2,Polycrystalline,"Solid state reaction, sealed",160.0,0.0402203,300.119,0.00022395,0.224057186,0.3998,24.863,400.0,http://dx.doi.org/10.1021/cm200581k
920,Ca0.9Y0.1MnO3,Polycrystalline,"Solid state reaction, air",62.0,0.017755745,-86.6384,4.2275e-05,,,56.32,300.0,http://dx.doi.org/10.1006/jssc.1995.1384
921,Ba0.6Sr0.4PbO3,Polycrystalline,Solid state reaction (under oxygen),62.0,0.00117492,-65.77,0.00036816,0.105399534,2.44509,851.12,700.0,http://dx.doi.org/10.1023/A:1018515223271
922,Sb2Te3,Single crystal,Melted,166.0,0.00019,38.0,0.00076,0.0675,3.377777778,5263.2,300.0,http://dx.doi.org/10.1201/9781420049718.ch19
923,In0.2Co4Sb12,Polycrystalline,Solid state reaction,204.0,0.00174818,-248.19,0.0035235,0.677502412,2.08031,572.02,400.0,http://dx.doi.org/10.1021/cm052055b
924,Mn1.3Mo6S8,Polycrystalline,"Solid state reaction, vacuum",148.0,0.000877885,47.6766,0.00025892,0.077021527,2.3532,1139.1,700.0,http://dx.doi.org/10.1007/s11664-009-0975-0
925,In0.3Co4Sb12,Polycrystalline,Solid state reaction,204.0,0.00228108,-278.47,0.0033995,1.181566055,2.014,438.39,700.0,http://dx.doi.org/10.1021/cm052055b
926,Ca0.9Y0.1MnO3,Polycrystalline,Solid state reaction,11.0,0.00710372,-135.59,0.0002588,0.158857,1.629157717,140.77,1000.0,http://dx.doi.org/10.1016/0022-4596(91)90248-G
927,Ca3Co4O9,Polycrystalline,"Solid state reaction, air",12.0,0.01067,117.0,0.00012829,0.019244142,2.0,93.721,300.0,http://dx.doi.org/10.1063/1.1480115
928,Bi2Ru2O7,Polycrystalline,Solid state reaction,227.0,0.00049075,-1.64,5.4624e-07,,,1883.0,400.0,http://dx.doi.org/10.1016/S0038-1098(03)00080-2
929,Pr0.5Ca0.5MnO3,Polycrystalline,"Solid state reaction, air",62.0,0.0127386,-23.7587,4.4312e-06,,,78.502,1000.0,http://dx.doi.org/10.1063/1.1687532
930,Ca0.9Tb0.1MnO3,Polycrystalline,Solid state reaction,62.0,0.0183962,-130.04,9.1916e-05,0.049893485,1.84225,54.359,1000.0,http://dx.doi.org/10.1063/1.2362922
931,CaMnO3,Polycrystalline,Solid state reaction,62.0,5.007604258,-572.04,6.5346e-06,,,0.1997,300.0,http://dx.doi.org/10.1016/j.jallcom.2009.08.012
932,ZrNiSn0.98Sb0.02,Polycrystalline,"Arc melted, Ar",216.0,0.000598,-113.0,0.0021353,0.075362975,8.5,1672.2,300.0,http://dx.doi.org/10.1016/j.jallcom.2006.02.075
933,Sr0.9Y0.1TiO3,Polycrystalline,"Solid state reaction, air",221.0,0.00344,-185.3,0.00099814,0.139739901,5.0,290.7,700.0,http://jjap.jsap.jp/link?JJAP/43/L540/
934,Fe0.998Co0.002Si2,Polycrystalline,"Arc-melted, Ar",64.0,0.026,-183.0,0.0001288,0.009648228,5.34,38.462,400.0,http://dx.doi.org/10.1016/j.jallcom.2005.04.060
935,Fe1.96Sn0.04O3,Polycrystalline,"Solid state reaction, air",167.0,0.107489318,-317.81,9.3968e-05,0.015587038,4.22,93033.0,700.0,http://dx.doi.org/10.1016/S0925-8388(01)01804-7
936,CuRh0.96Mg0.04O2,Polycrystalline,"Solid state reaction, air",166.0,0.0137,232.0,0.00039288,,,72.993,700.0,http://dx.doi.org/10.1103/PhysRevB.80.115103
937,Fe1.98Sn0.02O3,Polycrystalline,"Solid state reaction, air",167.0,0.162304991,-374.57,8.6444e-05,,,61612.0,1000.0,http://dx.doi.org/10.1016/S0925-8388(01)01804-7
938,Ca0.9Yb0.1MnO3,Polycrystalline,Solid state reaction,62.0,0.00599057,-123.85,0.00025604,0.111359887,1.60943,166.93,700.0,http://dx.doi.org/10.1063/1.2362922
939,Yb1.4Bi0.6Ru2O7,Polycrystalline,Solid state reaction,227.0,0.00321831,17.72,9.7548e-06,,,310.72,400.0,http://dx.doi.org/10.1016/S0167-577X(01)00317-2
940,Bi92Sb8,Polycrystalline,"Melted, vacuum",166.0,0.000160849,-81.3,0.0041137,,,6217.0,300.0,http://dx.doi.org/10.1016/j.jpcs.2004.01.010
941,Fe1.96Sn0.04O3,Polycrystalline,"Solid state reaction, air",167.0,0.467457917,-364.5,2.8421e-05,0.001246546,6.84,21392.0,300.0,http://dx.doi.org/10.1016/S0925-8388(01)01804-7
942,Ca0.9Sn0.1MnO3,Polycrystalline,"Solid state reaction, air",62.0,0.478677319,-145.433,4.4186e-06,,,2.0891,1000.0,http://dx.doi.org/10.1006/jssc.1995.1384
943,Na0.02Pb0.98Te0.75Se0.25,Polycrystalline,Melted,225.0,0.000512397,58.81,0.00067498,0.075096639,2.69643,1951.6,300.0,http://dx.doi.org/10.1038/nature09996
944,Fe0.978Co0.00196Si1.96Y0.04O0.06,Polycrystalline,"Arc-melted, Ar",64.0,0.0563,-327.0,0.00018993,0.018574785,4.09,17.762,400.0,http://dx.doi.org/10.1016/j.jallcom.2005.04.060
945,Zn0.97Al0.02Ti0.01O,Polycrystalline,"Solid state reaction, air",186.0,0.015898605,-212.256,0.00028337,,,62.899,1000.0,http://dx.doi.org/10.1016/j.jeurceramsoc.2006.04.012
946,Tl0.01Pb0.99Te,Polycrystalline,Melted,225.0,0.00274242,140.4,0.00071879,0.111032448,1.9421,364.64,300.0,http://dx.doi.org/10.1126/science.1159725
947,LaFe3CoSb12,Polycrystalline,"Melted, vacuum",204.0,0.00231764,210.479,0.0019115,0.852255776,1.57,431.47,700.0,http://www.jstor.org/stable/2889796
948,Sr0.95La0.05TiO3,Polycrystalline,"Solid state reaction, Ar",221.0,0.007013213,-167.0,0.00039766,,,142.59,300.0,http://dx.doi.org/10.1016/S0925-8388(02)00972-6
949,Mg1.95Ca0.05Si,Polycrystalline,"Melted, Ar",225.0,0.001037,-74.8,0.00053954,0.028903981,5.6,964.32,300.0,http://dx.doi.org/10.1016/j.jallcom.2007.09.101
950,Sr0.95La0.05TiO3,Polycrystalline,"Solid state reaction, Ar",221.0,0.018325859,-285.0,0.00044323,,,54.568,1000.0,http://dx.doi.org/10.1016/S0925-8388(02)00972-6
951,SrNd0.2Ti0.8O3,Polycrystalline,"Solid state reaction, air",221.0,0.001474926,-44.9,0.00013669,0.011319708,4.83,678.0,400.0,http://dx.doi.org/10.1007/978-3-540-88201-5_24
952,Ca0.96Bi0.04Mn0.96Nb0.04O3,Polycrystalline,Solid state reaction,62.0,0.012502015,-164.08,0.00021535,0.080246985,1.8785,79.987,700.0,http://dx.doi.org/10.1016/j.jallcom.2009.08.012
953,Ca2.97Na0.03AlSb3,Polycrystalline,"Solid state reaction, Ar",62.0,0.0461,164.8,5.8913e-05,0.019004296,1.24,21.692,400.0,http://dx.doi.org/10.1039/c0ee00517g
954,Ca2.7Bi0.3Co4O9,Polycrystalline,"Solid state reaction, air",12.0,0.010156,140.8,0.0001952,0.041095002,1.9,98.464,400.0,http://dx.doi.org/10.1063/1.1480115
955,La0.98Sr0.02CoO3,Polycrystalline,Solid state reaction,15.0,0.033806484,243.5,0.00017539,,,29.58,400.0,http://dx.doi.org/10.1016/j.jssc.2008.08.078
956,SrMn0.98Mo0.02O3,Polycrystalline,"Solid state reaction, air",194.0,0.0335085,-58.3178,1.015e-05,,,29.843,700.0,http://dx.doi.org/10.1016/j.progsolidstchem.2007.01.027
957,Cu2Se,Polycrystalline,"Melted, vacuum",225.0,0.001,90.0,0.00081,0.250515464,0.97,1000.0,300.0,http://dx.doi.org/10.1038/nmat3273
958,Ca4.75Na0.25Al2Sb6,Polycrystalline,"Solid state reaction, Ar",55.0,0.00544,161.0,0.00047649,0.164306542,1.16,183.82,400.0,http://dx.doi.org/10.1002/adfm.201000970
959,La1.725Sr0.28CuO4,Polycrystalline,Solid state reaction (O2 atmosphere),139.0,0.00222519,0.1,4.494e-10,,,449.4,1000.0,http://dx.doi.org/10.1103/PhysRevLett.69.2975
960,Nd2Ru2O7,Polycrystalline,Solid state reaction,227.0,0.0101,26.5,6.953e-06,,,99.01,1000.0,
961,Sr0.9Y0.1TiO3,Polycrystalline,"Solid state reaction, air",221.0,0.000878,-92.5,0.00097452,0.041764969,7.0,1139.0,300.0,http://jjap.jsap.jp/link?JJAP/43/L540/
962,Ca0.9Sb0.1MnO3,Polycrystalline,"Solid state reaction, air",62.0,0.064231851,-70.1149,7.6537e-06,,,15.569,1000.0,http://dx.doi.org/10.1006/jssc.1995.1384
963,In1.9Ge0.1O3,Polycrystalline,Solid state reaction,206.0,0.00143465,-65.5729,0.00029971,0.023546412,5.09141,697.03,400.0,http://dx.doi.org/10.1016/j.ssc.2007.12.033
964,CuRh0.9Mg0.1O2,Polycrystalline,Solid state reaction,166.0,0.00179525,97.6744,0.00053142,,,557.03,300.0,http://dx.doi.org/10.1007/s11664-009-0815-2
965,Ba8Ga16Ge30,Polycrystalline,"Melted, Ar",223.0,0.00084,-100.8,0.0012096,,,1190.5,400.0,http://dx.doi.org/10.1109/ICT.1999.843362
966,Ca0.9Y0.1MnO3,Polycrystalline,Solid state reaction,11.0,0.00591553,-112.78,0.00021503,0.094031,1.600767692,169.05,700.0,http://dx.doi.org/10.1016/0022-4596(91)90248-G
967,Mg1.95Ca0.05Si,Polycrystalline,"Melted, Ar",225.0,0.00115,-94.8,0.00078148,0.063794428,4.9,869.57,400.0,http://dx.doi.org/10.1016/j.jallcom.2007.09.101
968,Sm1.7Ca0.3MnO3,Polycrystalline,"Solid state reaction, air",62.0,0.248876,69.4361,1.9373e-06,0.000528343,1.1,4.0181,300.0,http://dx.doi.org/10.1103/PhysRevB.60.14057
969,Cu2Se,Polycrystalline,"Melted, vacuum",225.0,0.0078,297.0,0.0011309,1.517965927,0.745,128.21,1000.0,http://dx.doi.org/10.1038/nmat3276
970,Fe1.98Sn0.02O3,Polycrystalline,"Solid state reaction, air",167.0,0.213016592,-373.83,6.5606e-05,,,46945.0,700.0,http://dx.doi.org/10.1016/S0925-8388(01)01804-7
971,W0.99O2.97Co0.02O0.03,Polycrystalline,Solid state reaction,2.0,86.02520539,113.502,1.4975e-08,,,0.011625,700.0,http://dx.doi.org/10.1007/s10854-011-0574-8
972,Mn1.3Mo6S8,Polycrystalline,"Solid state reaction, vacuum",148.0,0.000690385,27.2882,0.00010786,0.022591533,1.4323,1448.5,300.0,http://dx.doi.org/10.1007/s11664-009-0975-0
973,SrMn0.96Mo0.04O3,Polycrystalline,"Solid state reaction, air",194.0,0.0229475,-74.3925,2.4117e-05,,,43.578,1000.0,http://dx.doi.org/10.1016/j.progsolidstchem.2007.01.027
974,Y2Ru2O7,Polycrystalline,Solid state reaction,227.0,0.084481186,17.26,3.5248e-07,,,11.57,1000.0,http://dx.doi.org/10.1016/S0038-1098(03)00080-2
975,Zn0.97Al0.03O,Polycrystalline,"Solid state reaction, air",186.0,0.049759661,-124.909,3.1355e-05,,,20.097,700.0,http://dx.doi.org/10.1016/j.jeurceramsoc.2006.04.012
976,Zn0.9975Al0.0025O,Polycrystalline,"Solid state reaction, vacuum",186.0,0.0511002,-132.097,3.4148e-05,,,19.569,300.0,http://dx.doi.org/10.1007/s11664-009-0815-2
977,Ti0.98Nb0.02NiSn,Polycrystalline,"Arc-melted, vacuum",216.0,0.000727215,-158.575,0.0034579,0.218564595,6.3283,1375.1,400.0,http://dx.doi.org/10.1016/j.jallcom.2008.02.041
978,Ca3Co4O9,Single crystal,"Flux (SrCl2), air",12.0,0.002172,152.0,0.0010637,0.123544724,3.444,460.41,400.0,http://link.aip.org/link/doi/10.1063/1.1562337
979,Bi88Sb12,Polycrystalline,"Melted, vacuum",166.0,0.000167887,-72.9,0.0031613,,,5956.4,400.0,http://dx.doi.org/10.1016/j.jpcs.2004.01.010
980,Sr2Ti0.8Nb0.2O4,Polycrystalline,"Solid state reaction, Ar",221.0,0.013333333,-167.0,0.00020917,0.108941406,1.92,75.0,1000.0,http://dx.doi.org/10.1063/1.3117943
981,Zn0.98Al0.02O,Polycrystalline,"Solid state reaction, air",186.0,0.025429957,-182.054,0.00013033,,,39.324,1000.0,http://dx.doi.org/10.1016/j.jeurceramsoc.2006.04.012
982,Zr0.98Nb0.02NiSn,Polycrystalline,"Arc-melted, vacuum",216.0,0.000691477,-148.254,0.0031786,0.146507724,8.6783,1446.2,400.0,http://dx.doi.org/10.1016/j.jallcom.2008.02.041
983,Sn1.2S1.2Ti2S4,Polycrystalline,"Solid-liquid-vapor reaction, vacuum",,0.002174,-140.8,0.0009119,0.377708802,1.69,459.98,700.0,http://dx.doi.org/10.3390/ma3042606
984,In2O3,Polycrystalline,Solid state reaction,206.0,0.0229674,-222.736,0.00021601,0.072577584,2.97623,43.54,1000.0,http://dx.doi.org/10.1016/j.ssc.2007.12.033
985,Ti0.99Nb0.01NiSn,Polycrystalline,"Arc-melted, vacuum",216.0,0.001275479,-211.295,0.0035003,0.508510843,4.8184,784.02,700.0,http://dx.doi.org/10.1016/j.jallcom.2008.02.041
986,CuCr0.98Mg0.02O2,Polycrystalline,Solid state reaction,166.0,0.072125,354.817,0.00017455,,,13.865,1000.0,http://dx.doi.org/10.1007/s11664-009-0815-2
987,Fe1.94Ti0.06O3,Polycrystalline,"Solid state reaction, air",2.0,0.41152094,-335.01,2.7273e-05,0.00128041,6.39,24300.0,300.0,http://dx.doi.org/10.1016/S0925-8388(01)01804-7
988,Ca3Co4O9,Polycrystalline,"Sol-gel, air",12.0,0.026053065,118.607,5.3996e-05,,,38.383,1000.0,http://dx.doi.org/10.1016/S0038-1098(02)00555-0
989,TlTiPS5,Polycrystalline,"Solid state reaction, vacuum",2.0,14500.0,-160.0,1.7655e-10,6.76443e-08,0.783,6.8966e-05,300.0,http://dx.doi.org/10.1021/cm050412c
990,CaMn0.9Ru0.1O3,Polycrystalline,Solid state reaction,62.0,0.00529042,-81.62,0.00012592,,,189.02,700.0,http://dx.doi.org/10.1016/S0025-5408(02)00997-2
991,Ba8Ga16Si30,Polycrystalline,"Melted, Ar",223.0,0.00122,-49.3,0.00019922,,,819.67,300.0,http://dx.doi.org/10.1109/ICT.1999.843362
992,In0.3Co4Sb12,Polycrystalline,Solid state reaction,204.0,0.00151015,-211.82,0.002971,0.331609215,2.68777,662.19,300.0,http://dx.doi.org/10.1021/cm052055b
993,La1.9Sr0.1CuO4,Polycrystalline,Solid state reaction (O2 atmosphere),64.0,0.00818462,30.0,1.0996e-05,,,122.18,1000.0,http://dx.doi.org/10.1103/PhysRevLett.69.2975
994,WO2.9,Polycrystalline,Spark plasma sintering,10.0,0.00117232,-66.47,0.00037693,0.104674177,3.601,853.01,1000.0,Personal communication
995,Ca0.9Ce0.1MnO3,Polycrystalline,"Solid state reaction, air",62.0,0.007290755,-49.1829,3.3178e-05,,,137.16,300.0,http://dx.doi.org/10.1006/jssc.1995.1384
996,La3Te3.8Sb0.2,Polycrystalline,"Solid state reaction, Ar",220.0,0.000802,-67.6,0.0005698,0.146638551,2.72,1246.9,700.0,http://dx.doi.org/10.1103/PhysRevB.81.125205
997,CaMn0.9Ru0.1O3,Polycrystalline,Solid state reaction,62.0,0.00395648,-60.57,9.2725e-05,,,252.75,400.0,http://dx.doi.org/10.1016/S0025-5408(02)00997-2
998,Si0.79936Ge0.19984B0.0008,Polycrystalline,Vacuum hot pressed,227.0,0.00294846,248.114,0.0020879,0.580112442,3.59911,339.16,1000.0,http://dx.doi.org/10.1063/1.348408
999,Mg2Si0.98Ag0.02,Polycrystalline,"Solid state reaction, He/H2",225.0,0.413,178.0,7.6717e-06,0.000506381,6.06,2.4213,400.0,http://dx.doi.org/10.1007/s11664-009-0735-1
