,formula,phase,processing,gfa
4093,B14Ni80Si6,AC,meltspin,0
4094,B16Ni80Si4,AC,meltspin,0
4095,B28Ni64Si8,AC,meltspin,0
4096,B28Ni69Si3,AC,meltspin,0
4097,B6Ni76Si18,CR,meltspin,0
4098,B7.5Ni76.5Si16,CR,meltspin,0
4099,B8Ni80Si12,CR,meltspin,0
4100,B10Ni72Si18,CR,meltspin,0
4101,B10Ni80Si10,CR,meltspin,0
4102,B12Ni80Si8,CR,meltspin,0
4103,B12Ni84Si4,CR,meltspin,0
4104,B13Ni69Si18,CR,meltspin,0
4105,B16Ni68Si16,CR,meltspin,0
4106,B16Ni84Si0,CR,meltspin,0
4107,B19Ni67Si14,CR,meltspin,0
4108,B20Ni65Si15,CR,meltspin,0
4109,B20Ni77.5Si2.5,CR,meltspin,0
4110,B20Ni80Si0,CR,meltspin,0
4111,B22Ni75.5Si2.5,CR,meltspin,0
4112,B24Ni64Si12,CR,meltspin,0
4113,B24Ni76Si0,CR,meltspin,0
4114,B25Ni72.5Si2.5,CR,meltspin,0
4115,B28Ni60Si12,CR,meltspin,0
4116,B28Ni72Si0,CR,meltspin,0
4117,B30Ni66Si4,CR,meltspin,0
4118,B30Ni70Si0,CR,meltspin,0
4119,B17Ni75Si8,AM,meltspin,1
4120,B12Ni78Si10,AM,meltspin,1
4121,B17Ni75Si8,AM,meltspin,1
4122,B12Ni78Si10,AM,meltspin,1
4123,B10Ni80Si10,AM,meltspin,1
4124,B12Ni76Si12,AM,meltspin,1
4125,B14Ni78Si8,AM,meltspin,1
4126,B10Ni75Si15,AM,meltspin,1
4127,B11Ni78Si11,AM,meltspin,1
4128,B12.5Ni75Si12.5,AM,meltspin,1
4129,B14Ni72Si14,AM,meltspin,1
4130,B15Ni75Si10,AM,meltspin,1
4131,B17Ni68Si15,AM,meltspin,1
4132,B17.5Ni75Si7.5,AM,meltspin,1
4133,B20Ni75Si5,AM,meltspin,1
4134,B14Ni78Si8,AM,meltspin,1
4135,B21Ni72Si7,AM,meltspin,1
4136,B22.5Ni70Si7.5,AM,meltspin,1
4137,B24Ni68Si8,AM,meltspin,1
4138,B25.5Ni66Si8.5,AM,meltspin,1
4139,B10Ni75Si15,AM,meltspin,1
4140,B12.5Ni75Si12.5,AM,meltspin,1
4141,B14Ni78Si8,AM,meltspin,1
4142,B15Ni75Si10,AM,meltspin,1
4143,B17.5Ni75Si7.5,AM,meltspin,1
4144,B20Ni75Si5,AM,meltspin,1
4145,B17Ni76Si7,AM,meltspin,1
4146,B10Ni80Si10,AM,meltspin,1
4147,B10Ni75Si15,AM,meltspin,1
4148,B10Ni80Si10,AM,meltspin,1
4149,B15Ni75Si10,AM,meltspin,1
4150,B17Ni80Si3,AM,meltspin,1
4151,B20Ni65Si15,AM,meltspin,1
4152,B20Ni75Si5,AM,meltspin,1
4153,B21Ni67Si12,AM,meltspin,1
4154,B26Ni72Si2,AM,meltspin,1
4155,B27Ni70Si3,AM,meltspin,1
4156,B17Ni73Si10,AM,meltspin,1
4157,B12Ni78Si10,AM,meltspin,1
4158,B17Ni70Ta13,AM,meltspin,1
4159,B17Ni71Ta12,AM,meltspin,1
4160,B17Ni73Ta10,AM,meltspin,1
4161,B8Ni30Ti62,AM,meltspin,1
4162,B10Ni20Ti70,AM,meltspin,1
4163,B18.2Ni78Ti3.8,AM,meltspin,1
4164,B19.1Ni78.8Ti2.1,AM,meltspin,1
4165,B17Ni66.5W16.5,AM,meltspin,1
4166,B17Ni68.5W14.5,AM,meltspin,1
4167,B17Ni70.5W12.5,AM,meltspin,1
4168,B17Ni75W8,AM,meltspin,1
4169,B17Ni73Zr10,AM,meltspin,1
4170,B17Ni78Zr5,AM,meltspin,1
4171,B0Ni67Zr33,AM,meltspin,1
4172,B10Ni30Zr60,AM,meltspin,1
4173,B16Ni28Zr56,AM,meltspin,1
4174,B0Ni40Zr60,AM,meltspin,1
4175,B2Ni38Zr60,AM,meltspin,1
4176,B4Ni36Zr60,AM,meltspin,1
4177,B6Ni34Zr60,AM,meltspin,1
4178,B8Ni32Zr60,AM,meltspin,1
4179,B10Ni30Zr60,AM,meltspin,1
4180,B16Ni24Zr60,AM,meltspin,1
4181,B4Pd80Si16,AM,meltspin,1
4182,B10Si20W70,AM,meltspin,1
4183,Ba0Cu27La73,AM,meltspin,1
4184,Ba0Cu37.5La62.5,AM,meltspin,1
4185,Ba1Cu38La61,AM,meltspin,1
4186,Ba2Cu27La71,AM,meltspin,1
4187,Ba2Cu39La59,AM,meltspin,1
4188,Ba3Cu40La57,AM,meltspin,1
4189,Ba3Cu41La56,AM,meltspin,1
4190,Ba4Cu27La69,AM,meltspin,1
4191,Ba4Cu42La54,AM,meltspin,1
4192,Ba4.5Cu27.5La68,AM,meltspin,1
4193,Ba5Cu42La53,AM,meltspin,1
4194,Ba7Cu28La65,AM,meltspin,1
4195,Ba7Cu41.5La51.5,AM,meltspin,1
4196,Ba7.5Cu29La63.5,AM,meltspin,1
4197,Ba8Cu30La62,AM,meltspin,1
4198,Ba8Cu40La52,AM,meltspin,1
4199,Ba9Cu31La60,AM,meltspin,1
4200,Ba9Cu39La52,AM,meltspin,1
4201,Ba9.5Cu38La52.5,AM,meltspin,1
4202,Ba10Cu32La58,AM,meltspin,1
4203,Ba10Cu33.5La56.5,AM,meltspin,1
4204,Ba10Cu35La55,AM,meltspin,1
4205,Ba10Cu36.5La53.5,AM,meltspin,1
4206,Ba67Cu5La28,AM,meltspin,1
4207,Be43Hf5Zr52,AM,meltspin,1
4208,Be43Hf25Zr32,AM,meltspin,1
4209,Be43Hf54Zr3,AM,meltspin,1
4210,Be30Nb0Zr70,AM,meltspin,1
4211,Be30Nb5Zr65,AM,meltspin,1
4212,Be32.5Nb2.5Zr65,AM,meltspin,1
4213,Be32.5Nb5Zr62.5,AM,meltspin,1
4214,Be35Nb0Zr65,AM,meltspin,1
4215,Be35Nb2.5Zr62.5,AM,meltspin,1
4216,Be35Nb5Zr60,AM,meltspin,1
4217,Be35Nb10Zr55,AM,meltspin,1
4218,Be40Nb0Zr60,AM,meltspin,1
4219,Be45Nb0Zr55,AM,meltspin,1
4220,Be50Nb0Zr50,AM,meltspin,1
4221,Be20Nb10Zr70,AC,meltspin,0
4222,Be20Nb15Zr65,AC,meltspin,0
4223,Be20Nb20Zr60,AC,meltspin,0
4224,Be25Nb10Zr65,AC,meltspin,0
4225,Be25Nb15Zr60,AC,meltspin,0
4226,Be32.5Nb0Zr67.5,AM,meltspin,1
4227,Be32.5Nb2.5Zr65,AM,meltspin,1
4228,Be32.5Nb4Zr63.5,AM,meltspin,1
4229,Be32.5Nb5Zr62.5,AM,meltspin,1
4230,Be0Si20Ti80,AM,meltspin,1
4231,Be20Si10Ti70,AM,meltspin,1
4232,Be25Si5Ti70,AM,meltspin,1
4233,Be30Si5Ti65,AM,meltspin,1
4234,Be35Si5Ti60,AM,meltspin,1
4235,Be37Si0Ti63,AM,meltspin,1
4236,Be38Si0Ti62,AM,meltspin,1
4237,Be39Si0Ti61,AM,meltspin,1
4238,Be40Si0Ti60,AM,meltspin,1
4239,Be0Si15Ti85,AC,meltspin,0
4240,Be0Si25Ti75,AC,meltspin,0
4241,Be15Si10Ti75,AC,meltspin,0
4242,Be15Si15Ti70,AC,meltspin,0
4243,Be20Si5Ti75,AC,meltspin,0
4244,Be20Si15Ti65,AC,meltspin,0
4245,Be25Si10Ti65,AC,meltspin,0
4246,Be30Si0Ti70,AC,meltspin,0
4247,Be30Si10Ti60,AC,meltspin,0
4248,Be35Si0Ti65,AC,meltspin,0
4249,Be35Si10Ti55,AC,meltspin,0
4250,Be40Si5Ti55,AC,meltspin,0
4251,Be43Si0Ti57,AC,meltspin,0
4252,Be45Si0Ti55,AC,meltspin,0
4253,Be45Si5Ti50,AC,meltspin,0
4254,Be10Si15Ti75,CR,meltspin,0
4255,Be25Si15Ti60,CR,meltspin,0
4256,Be30Si15Ti55,CR,meltspin,0
4257,Be35Si15Ti50,CR,meltspin,0
4258,Be40Si10Ti50,CR,meltspin,0
4259,Be40Ti50Zr10,AM,meltspin,1
4260,Be30Ti0Zr70,AM,meltspin,1
4261,Be35Ti0Zr65,AM,meltspin,1
4262,Be37.5Ti62.5Zr0,AM,meltspin,1
4263,Be40Ti0Zr60,AM,meltspin,1
4264,Be40Ti60Zr0,AM,meltspin,1
4265,Be41Ti59Zr0,AM,meltspin,1
4266,Be45Ti0Zr55,AM,meltspin,1
4267,Be50Ti0Zr50,AM,meltspin,1
4268,Be20Ti0Zr80,AC,meltspin,0
4269,Be20Ti80Zr0,AC,meltspin,0
4270,Be30Ti70Zr0,AC,meltspin,0
4271,Be42Ti58Zr0,AC,meltspin,0
4272,Be50Ti50Zr0,AC,meltspin,0
4273,Be2.5Ti0Zr97.5,CR,meltspin,0
4274,Be7.5Ti0Zr92.5,CR,meltspin,0
4275,Be10Ti0Zr90,CR,meltspin,0
4276,Be10Ti90Zr0,CR,meltspin,0
4277,Be40Ti50Zr10,AM,meltspin,1
4278,Be40Ti30Zr30,AM,meltspin,1
4279,C16Co36Cr48,AM,meltspin,1
4280,C18Co34Cr48,AM,meltspin,1
4281,C18Co38Cr44,AM,meltspin,1
4282,C18Co42Cr40,AM,meltspin,1
4283,C18Co44Cr38,AM,meltspin,1
4284,C18Co48Cr34,AM,meltspin,1
4285,C18Co52Cr30,AM,meltspin,1
4286,C18Co56Cr26,AM,meltspin,1
4287,C20Co36Cr44,AM,meltspin,1
4288,C20Co40Cr40,AM,meltspin,1
4289,C20Co44Cr36,AM,meltspin,1
4290,C20Co48Cr32,AM,meltspin,1
4291,C20Co52Cr28,AM,meltspin,1
4292,C22Co36Cr42,AM,meltspin,1
4293,C22Co40Cr38,AM,meltspin,1
4294,C22Co44Cr34,AM,meltspin,1
4295,C16Co44Cr40,AC,meltspin,0
4296,C16Co48Cr36,AC,meltspin,0
4297,C22Co48Cr30,AC,meltspin,0
4298,C14Co40Cr46,CR,meltspin,0
4299,C16Co52Cr32,CR,meltspin,0
4300,C16Co56Cr28,CR,meltspin,0
4301,C16Co60Cr24,CR,meltspin,0
4302,C18Co60Cr22,CR,meltspin,0
4303,C20Co56Cr24,CR,meltspin,0
4304,C22Co52Cr26,CR,meltspin,0
4305,C16Co48Mo36,AM,meltspin,1
4306,C16Co56Mo28,AM,meltspin,1
4307,C16Co60Mo24,AM,meltspin,1
4308,C16Co64Mo20,AM,meltspin,1
4309,C16Co68Mo16,AM,meltspin,1
4310,C16Co72Mo12,AM,meltspin,1
4311,C18Co46Mo36,AM,meltspin,1
4312,C18Co50Mo32,AM,meltspin,1
4313,C18Co54Mo28,AM,meltspin,1
4314,C18Co58Mo24,AM,meltspin,1
4315,C18Co62Mo20,AM,meltspin,1
4316,C18Co66Mo16,AM,meltspin,1
4317,C18Co70Mo12,AM,meltspin,1
4318,C18Co72Mo10,AM,meltspin,1
4319,C20Co44Mo36,AM,meltspin,1
4320,C20Co48Mo32,AM,meltspin,1
4321,C20Co52Mo28,AM,meltspin,1
4322,C20Co56Mo24,AM,meltspin,1
4323,C20Co60Mo20,AM,meltspin,1
4324,C20Co64Mo16,AM,meltspin,1
4325,C20Co68Mo12,AM,meltspin,1
4326,C20Co70Mo10,AM,meltspin,1
4327,C22Co46Mo32,AM,meltspin,1
4328,C22Co50Mo28,AM,meltspin,1
4329,C22Co54Mo24,AM,meltspin,1
4330,C22Co58Mo20,AM,meltspin,1
4331,C22Co62Mo16,AM,meltspin,1
4332,C22Co68Mo10,AM,meltspin,1
4333,C14Co62Mo24,AC,meltspin,0
4334,C16Co74Mo10,AC,meltspin,0
4335,C14Co46Mo40,CR,meltspin,0
4336,C14Co50Mo36,CR,meltspin,0
4337,C14Co70Mo16,CR,meltspin,0
4338,C14Co74Mo12,CR,meltspin,0
4339,C14Co76Mo10,CR,meltspin,0
4340,C18Co42Mo40,CR,meltspin,0
4341,C18Co74Mo8,CR,meltspin,0
4342,C10Co67.5Si22.5,AM,meltspin,1
4343,C12.5Co65Si22.5,AM,meltspin,1
4344,C12.5Co67.5Si20,AM,meltspin,1
4345,C15Co67.5Si17.5,AM,meltspin,1
4346,C17.5Co67.5Si15,AM,meltspin,1
4347,C10Co67.5Si22.5,AC,meltspin,0
4348,C10Co75Si15,AC,meltspin,0
4349,C20Co70Si10,AC,meltspin,0
4350,C0Co70Si30,CR,meltspin,0
4351,C0Co75Si25,CR,meltspin,0
4352,C0Co80Si20,CR,meltspin,0
4353,C0Co85Si15,CR,meltspin,0
4354,C0Co90Si10,CR,meltspin,0
4355,C0Co95Si5,CR,meltspin,0
4356,C0Co100Si0,CR,meltspin,0
4357,C5Co70Si25,CR,meltspin,0
4358,C5Co75Si20,CR,meltspin,0
4359,C5Co80Si15,CR,meltspin,0
4360,C10Co85Si5,CR,meltspin,0
4361,C10Co90Si0,CR,meltspin,0
4362,C15Co75Si10,CR,meltspin,0
4363,C15Co80Si5,CR,meltspin,0
4364,C15Co85Si0,CR,meltspin,0
4365,C20Co75Si5,CR,meltspin,0
4366,C20Co80Si0,CR,meltspin,0
4367,C14Co72W14,AM,meltspin,1
4368,C16Co70W14,AM,meltspin,1
4369,C16Co72W12,AM,meltspin,1
4370,C18Co70W12,AM,meltspin,1
4371,C14Co66W20,AC,meltspin,0
4372,C14Co70W16,AC,meltspin,0
4373,C16Co64W20,AC,meltspin,0
4374,C16Co68W16,AC,meltspin,0
4375,C16Co74W10,AC,meltspin,0
4376,C18Co62W20,AC,meltspin,0
4377,C18Co66W16,AC,meltspin,0
4378,C18Co68W14,AC,meltspin,0
4379,C12Co68W20,CR,meltspin,0
4380,C12Co74W14,CR,meltspin,0
4381,C14Co76W10,CR,meltspin,0
4382,C18Co58W24,CR,meltspin,0
4383,C18Co72W10,CR,meltspin,0
4384,C20Co68W12,CR,meltspin,0
4385,C20Co70W10,CR,meltspin,0
4386,C12.5Co72.5W15,AM,meltspin,1
4387,C14Co70W16,AM,meltspin,1
4388,C14Co72W14,AM,meltspin,1
4389,C15Co70W15,AM,meltspin,1
4390,C12.5Co67.5W20,AC,meltspin,0
4391,C12.5Co70W17.5,AC,meltspin,0
4392,C12.5Co72.5W15,AC,meltspin,0
4393,C12.5Co75W12.5,AC,meltspin,0
4394,C12.5Co77.5W10,AC,meltspin,0
4395,C15Co65W20,AC,meltspin,0
4396,C15Co67.5W17.5,AC,meltspin,0
4397,C15Co75W10,AC,meltspin,0
4398,C17.5Co65W17.5,AC,meltspin,0
4399,C20Co60W20,AC,meltspin,0
4400,C2.5Co95W2.5,CR,meltspin,0
4401,C5Co80W15,CR,meltspin,0
4402,C5Co85W10,CR,meltspin,0
4403,C5Co90W5,CR,meltspin,0
4404,C7.5Co77.5W15,CR,meltspin,0
4405,C7.5Co82.5W10,CR,meltspin,0
4406,C7.5Co85W7.5,CR,meltspin,0
4407,C10Co70W20,CR,meltspin,0
4408,C10Co75W15,CR,meltspin,0
4409,C10Co80W10,CR,meltspin,0
4410,C10Co82.5W7.5,CR,meltspin,0
4411,C10Co87.5W2.5,CR,meltspin,0
4412,C12.5Co80W7.5,CR,meltspin,0
4413,C12.5Co85W2.5,CR,meltspin,0
4414,C15Co77.5W7.5,CR,meltspin,0
4415,C15Co80W5,CR,meltspin,0
4416,C18Co72W10,CR,meltspin,0
4417,C18Co74.5W7.5,CR,meltspin,0
4418,C18Co77W5,CR,meltspin,0
4419,C20Co65W15,CR,meltspin,0
4420,C20Co70W10,CR,meltspin,0
4421,C20Co75W5,CR,meltspin,0
4422,C18Cr26Fe56,AM,meltspin,1
4423,C18Cr28Fe54,AM,meltspin,1
4424,C18Cr32Fe50,AM,meltspin,1
4425,C18Cr36Fe46,AM,meltspin,1
4426,C18Cr40Fe42,AM,meltspin,1
4427,C18Cr30Fe52,AM,meltspin,1
4428,C18Cr40Fe42,AM,meltspin,1
4429,C20Cr22Fe58,AC,meltspin,0
4430,C5Cr5Fe90,CR,meltspin,0
4431,C8Cr20Fe72,CR,meltspin,0
4432,C8Cr40Fe52,CR,meltspin,0
4433,C10Cr15Fe75,CR,meltspin,0
4434,C13Cr40Fe47,CR,meltspin,0
4435,C14Cr28Fe58,CR,meltspin,0
4436,C14Cr40Fe46,CR,meltspin,0
4437,C15Cr10Fe75,CR,meltspin,0
4438,C18Fe66Mo16,AM,meltspin,1
4439,C18Fe70Mo12,AM,meltspin,1
4440,C18Fe62Mo20,AM,meltspin,1
4441,C18Fe66Mo16,AM,meltspin,1
4442,C18Fe70Mo12,AM,meltspin,1
4443,C18Fe74Mo8,AM,meltspin,1
4444,C6Fe76Mo18,AM,meltspin,1
4445,C6Fe76Mo18,AM,meltspin,1
4446,C8Fe75Mo17,AM,meltspin,1
4447,C8Fe75Mo17,AM,meltspin,1
4448,C12Fe71Mo17,AM,meltspin,1
4449,C12Fe71Mo17,AM,meltspin,1
4450,C16Fe67Mo17,AM,meltspin,1
4451,C16Fe67Mo17,AM,meltspin,1
4452,C20Fe63Mo17,AM,meltspin,1
4453,C20Fe63Mo17,AM,meltspin,1
4454,C24Fe59Mo17,AM,meltspin,1
4455,C24Fe59Mo17,AM,meltspin,1
4456,C2.5Fe82.5P15,AM,meltspin,1
4457,C3.5Fe81.5P15,AM,meltspin,1
4458,C4.5Fe80.5P15,AM,meltspin,1
4459,C6.5Fe77.5P16,AM,meltspin,1
4460,C6.5Fe78.5P15,AM,meltspin,1
4461,C6.5Fe78.5P15,AM,meltspin,1
4462,C6.5Fe80.5P13,AM,meltspin,1
4463,C6.5Fe82P11.5,AM,meltspin,1
4464,C9Fe76P15,AM,meltspin,1
4465,C10Fe75P15,AM,meltspin,1
4466,C7Fe80P13,AM,meltspin,1
4467,C8Fe77P15,AM,meltspin,1
4468,C2.5Fe80P17.5,AM,meltspin,1
4469,C5Fe75P20,AM,meltspin,1
4470,C5Fe77.5P17.5,AM,meltspin,1
4471,C5Fe80P15,AM,meltspin,1
4472,C7.5Fe72.5P20,AM,meltspin,1
4473,C7.5Fe75P17.5,AM,meltspin,1
4474,C7.5Fe77.5P15,AM,meltspin,1
4475,C7.5Fe80P12.5,AM,meltspin,1
4476,C10Fe72.5P17.5,AM,meltspin,1
4477,C10Fe75P15,AM,meltspin,1
4478,C10Fe77.5P12.5,AM,meltspin,1
4479,C10Fe80P10,AM,meltspin,1
4480,C12.5Fe72.5P15,AM,meltspin,1
4481,C12.5Fe75P12.5,AM,meltspin,1
4482,C12.5Fe77.5P10,AM,meltspin,1
4483,C12.5Fe80P7.5,AM,meltspin,1
4484,C15Fe72.5P12.5,AM,meltspin,1
4485,C15Fe75P10,AM,meltspin,1
4486,C15Fe77.5P7.5,AM,meltspin,1
4487,C17.5Fe72.5P10,AM,meltspin,1
4488,C17.5Fe75P7.5,AM,meltspin,1
4489,C5Fe82.5P12.5,AC,meltspin,0
4490,C7.5Fe82.5P10,AC,meltspin,0
4491,C10Fe82.5P7.5,AC,meltspin,0
4492,C15Fe80P5,AC,meltspin,0
4493,C17.5Fe77.5P5,AC,meltspin,0
4494,C2.5Fe85P12.5,CR,meltspin,0
4495,C5Fe85P10,CR,meltspin,0
4496,C7.5Fe85P7.5,CR,meltspin,0
4497,C10Fe77.5P12.5,AM,meltspin,1
4498,C10Fe65Si25,AM,meltspin,1
4499,C10Fe70Si20,AM,meltspin,1
4500,C12.5Fe65Si22.5,AM,meltspin,1
4501,C12.5Fe70Si17.5,AM,meltspin,1
4502,C15Fe65Si20,AM,meltspin,1
4503,C15Fe70Si15,AM,meltspin,1
4504,C17.5Fe65Si17.5,AM,meltspin,1
4505,C17.5Fe70Si12.5,AM,meltspin,1
4506,C20Fe65Si15,AM,meltspin,1
4507,C20Fe70Si10,AM,meltspin,1
4508,C22.5Fe65Si12.5,AM,meltspin,1
4509,C25Fe65Si10,AM,meltspin,1
4510,C20Fe66W14,AM,meltspin,1
4511,C20Fe68W12,AM,meltspin,1
4512,C22Fe64W14,AM,meltspin,1
4513,C22Fe66W12,AM,meltspin,1
4514,C22Fe68W10,AM,meltspin,1
4515,C5Fe79W16,CR,meltspin,0
4516,C6Fe82W12,CR,meltspin,0
4517,C6Fe86W8,CR,meltspin,0
4518,C6Fe90W4,CR,meltspin,0
4519,C7Fe79W14,CR,meltspin,0
4520,C10Fe74W16,CR,meltspin,0
4521,C10Fe78W12,CR,meltspin,0
4522,C10Fe82W8,CR,meltspin,0
4523,C10Fe86W4,CR,meltspin,0
4524,C14Fe66W20,CR,meltspin,0
4525,C14Fe70W16,CR,meltspin,0
4526,C14Fe74W12,CR,meltspin,0
4527,C14Fe78W8,CR,meltspin,0
4528,C14Fe82W4,CR,meltspin,0
4529,C16Fe80W4,CR,meltspin,0
4530,C17Fe73W10,CR,meltspin,0
4531,C18Fe62W20,CR,meltspin,0
4532,C18Fe66W16,CR,meltspin,0
4533,C18Fe68W14,CR,meltspin,0
4534,C18Fe70W12,CR,meltspin,0
4535,C18Fe74W8,CR,meltspin,0
4536,C18Fe78W4,CR,meltspin,0
4537,C20Fe64W16,CR,meltspin,0
4538,C20Fe70W10,CR,meltspin,0
4539,C20Fe72W8,CR,meltspin,0
4540,C20Fe76W4,CR,meltspin,0
4541,C22Fe62W16,CR,meltspin,0
4542,C22Fe70W8,CR,meltspin,0
4543,C22Fe74W4,CR,meltspin,0
4544,C10Mo20Ni70,AM,meltspin,1
4545,C12Mo20Ni68,AM,meltspin,1
4546,C12Mo24Ni64,AM,meltspin,1
4547,C14Mo20Ni66,AM,meltspin,1
4548,C14Mo24Ni62,AM,meltspin,1
4549,C16Mo20Ni64,AM,meltspin,1
4550,C16Mo24Ni60,AM,meltspin,1
4551,C10Mo24Ni66,AC,meltspin,0
4552,C12Mo16Ni72,AC,meltspin,0
4553,C12Mo28Ni60,AC,meltspin,0
4554,C14Mo28Ni58,AC,meltspin,0
4555,C16Mo16Ni68,AC,meltspin,0
4556,C18Mo24Ni58,AC,meltspin,0
4557,C18Mo28Ni54,AC,meltspin,0
4558,C8Mo20Ni72,CR,meltspin,0
4559,C8Mo28Ni64,CR,meltspin,0
4560,C10Mo32Ni58,CR,meltspin,0
4561,C12Mo12Ni76,CR,meltspin,0
4562,C18Mo12Ni70,CR,meltspin,0
4563,C18Mo16Ni66,CR,meltspin,0
4564,C18Mo20Ni62,CR,meltspin,0
4565,C0Nb80Si20,AM,meltspin,1
4566,C1Nb80Si19,AM,meltspin,1
4567,C2Nb80Si18,AM,meltspin,1
4568,C4Nb80Si16,AM,meltspin,1
4569,C4Nb80Si16,AM,meltspin,1
4570,C6Nb80Si14,AM,meltspin,1
4571,C8Nb80Si12,AM,meltspin,1
4572,C8Nb80Si12,AM,meltspin,1
4573,C12.5Ni65Si22.5,AM,meltspin,1
4574,C12.5Ni67.5Si20,AM,meltspin,1
4575,C15Ni67.5Si17.5,AM,meltspin,1
4576,C17.5Ni67.5Si15,AM,meltspin,1
4577,C0Ni80Si20,CR,meltspin,0
4578,C0Ni85Si15,CR,meltspin,0
4579,C0Ni90Si10,CR,meltspin,0
4580,C0Ni95Si5,CR,meltspin,0
4581,C0Ni1Si0,CR,meltspin,0
4582,C5Ni70Si25,CR,meltspin,0
4583,C5Ni75Si20,CR,meltspin,0
4584,C5Ni80Si15,CR,meltspin,0
4585,C5Ni85Si10,CR,meltspin,0
4586,C5Ni90Si5,CR,meltspin,0
4587,C5Ni95Si0,CR,meltspin,0
4588,C10Ni65Si25,CR,meltspin,0
4589,C10Ni67.5Si22.5,CR,meltspin,0
4590,C10Ni70Si20,CR,meltspin,0
4591,C10Ni75Si15,CR,meltspin,0
4592,C10Ni80Si10,CR,meltspin,0
4593,C10Ni85Si5,CR,meltspin,0
4594,C10Ni90Si0,CR,meltspin,0
4595,C12.5Ni67.5Si20,CR,meltspin,0
4596,C15Ni67.5Si17.5,CR,meltspin,0
4597,C15Ni70Si15,CR,meltspin,0
4598,C15Ni75Si10,CR,meltspin,0
4599,C15Ni80Si5,CR,meltspin,0
4600,C15Ni85Si0,CR,meltspin,0
4601,C20Ni70Si10,CR,meltspin,0
4602,C20Ni75Si5,CR,meltspin,0
4603,C20Ni80Si0,CR,meltspin,0
4604,C0Si13Zr87,CR,meltspin,0
4605,C0Si15Zr85,CR,meltspin,0
4606,C0Si17Zr83,CR,meltspin,0
4607,C3Si12Zr85,CR,meltspin,0
4608,Ca0Cu27La73,AM,meltspin,1
4609,Ca0Cu37La63,AM,meltspin,1
4610,Ca1Cu27.5La71.5,AM,meltspin,1
4611,Ca1Cu37.5La61.5,AM,meltspin,1
4612,Ca1.5Cu27.5La71,AM,meltspin,1
4613,Ca2Cu28La70,AM,meltspin,1
4614,Ca2Cu37.5La60.5,AM,meltspin,1
4615,Ca3Cu28.5La68.5,AM,meltspin,1
4616,Ca3Cu37.5La59.5,AM,meltspin,1
4617,Ca4Cu29La67,AM,meltspin,1
4618,Ca4Cu37.5La58.5,AM,meltspin,1
4619,Ca5Cu30La65,AM,meltspin,1
4620,Ca5Cu37.5La57.5,AM,meltspin,1
4621,Ca6Cu31La63,AM,meltspin,1
4622,Ca6.5Cu37La56.5,AM,meltspin,1
4623,Ca7Cu32La61,AM,meltspin,1
4624,Ca7.5Cu36La56.5,AM,meltspin,1
4625,Ca8Cu32.5La59.5,AM,meltspin,1
4626,Ca8.5Cu33La58.5,AM,meltspin,1
4627,Ca8.5Cu35La56.5,AM,meltspin,1
4628,Ca9Cu33.5La57.5,AM,meltspin,1
4629,Ca25Cu30Mg45,AM,meltspin,1
4630,Ca50Cu20Mg30,AM,meltspin,1
4631,Ca70Cu0Mg30,AM,meltspin,1
4632,Ca70Cu10Mg20,AM,meltspin,1
4633,Ca70Cu20Mg10,AM,meltspin,1
4634,Ca70Cu30Mg0,AM,meltspin,1
4635,Ca75Cu10Mg15,AM,meltspin,1
4636,Ca7.5Cu5Mg87.5,AM,meltspin,1
4637,Ca7.5Cu10Mg82.5,AM,meltspin,1
4638,Ca5Cu10Mg85,AC,meltspin,0
4639,Ca11Cu0Mg89,AC,meltspin,0
4640,Ca5Cu5Mg90,CR,meltspin,0
4641,Ca7.5Cu0Mg92.5,CR,meltspin,0
4642,Ca60Ga0Mg40,AM,meltspin,1
4643,Ca60Ga5Mg35,AM,meltspin,1
4644,Ca60Ga10Mg30,AM,meltspin,1
4645,Ca60Ga20Mg20,AM,meltspin,1
4646,Ca60Ga30Mg10,AM,meltspin,1
4647,Ca10Mg80Zn10,AM,meltspin,1
4648,Ca10Mg85Zn5,AM,meltspin,1
4649,Ca5Mg85Zn10,AC,meltspin,0
4650,Ca7.5Mg82.5Zn10,AC,meltspin,0
4651,Ca7.5Mg87.5Zn5,AC,meltspin,0
4652,Ca10Mg90Zn0,AC,meltspin,0
4653,Ca5Mg90Zn5,CR,meltspin,0
4654,Ca7.5Mg92.5Zn0,CR,meltspin,0
4655,Ce0Cu20Mg80,AM,meltspin,1
4656,Ce0Cu30Mg70,AM,meltspin,1
4657,Ce0Cu40Mg60,AM,meltspin,1
4658,Ce5Cu10Mg85,AM,meltspin,1
4659,Ce5Cu15Mg80,AM,meltspin,1
4660,Ce5Cu20Mg75,AM,meltspin,1
4661,Ce5Cu25Mg70,AM,meltspin,1
4662,Ce5Cu30Mg65,AM,meltspin,1
4663,Ce10Cu10Mg80,AM,meltspin,1
4664,Ce10Cu15Mg75,AM,meltspin,1
4665,Ce10Cu20Mg70,AM,meltspin,1
4666,Ce10Cu25Mg65,AM,meltspin,1
4667,Ce15Cu15Mg70,AM,meltspin,1
4668,Ce15Cu20Mg65,AM,meltspin,1
4669,Ce0Cu15Mg85,AC,meltspin,0
4670,Ce15Cu25Mg60,AC,meltspin,0
4671,Ce20Cu20Mg60,AC,meltspin,0
4672,Ce0Cu10Mg90,CR,meltspin,0
