,likely_mpid,expt_gap,formula
4163,mp-504442,0.0,U4Re7Si6
4164,,0.0,U4S3
4165,,0.0,U5Ge3
4166,mp-582635,0.0,U6Co
4167,mp-1723,0.0,UAl3
4168,mp-574122,0.0,UAl4
4169,mp-16519,0.0,UAlNi4
4170,mp-12072,0.0,UAu2
4171,mp-13018,0.0,UCo4Sn
4172,mp-20811,0.0,UCoSi
4173,mp-30534,0.0,UCuP2
4174,mp-580439,0.0,UFe5Si3
4175,mp-20121,0.0,UFeSi
4176,mp-20632,0.0,UGa2
4177,mp-31428,0.0,UGa3Ni
4178,mp-623006,0.0,UGa5Ir
4179,mp-21320,0.0,UGaNi
4180,mp-20321,0.0,UGeRh
4181,mp-567543,2.6,UHg3(TeCl3)2
4182,mp-570252,1.9,UHg4(AsCl3)2
4183,mp-21425,0.0,UNiSn
4184,,1.5,UO
4185,mp-1597,2.18,UO2
4186,mp-1195782,1.41,UP2S7
4187,,1.41,UP2S9
4188,mp-30855,0.0,UPt3
4189,mp-9937,0.0,USbSe
4190,mp-19924,0.0,USeS
4191,mp-2800,0.0,USi3
4192,mp-7810,0.0,UVC2
4193,,0.0,V12P7
4194,,0.0,V2(OF)3
4195,,2.0,V2Bi4O11
4196,,2.48,V2Cd2Te2O11
4197,mp-640159,0.0,V2GaSn2
4198,,0.0,V2NO
4199,,0.0,V2OsRu
4200,mp-1203641,3.37,V2Pb4(Se2O7)3
4201,,0.0,V2Sb(PO4)3
4202,,0.0,V2Si2O7
4203,,0.0,V2TcRu
4204,mp-554700,2.96,V2Zn3TeO10
4205,mp-18879,0.0,V2ZnO4
4206,,0.0,V3(HO2)4
4207,,0.0,V3Ag
4208,mp-1194395,0.76,V3As2O9
4209,,2.5,V3Bi(PbO4)3
4210,,2.66,V3Cd4(TeO5)3
4211,,0.0,V3CrO10
4212,,0.0,V3Cu
4213,,0.0,V3CuO8
4214,,3.14,V3Pb2Se5O18
4215,mp-2211,0.0,V3Pt
4216,,0.0,V3Re
4217,mp-2567,0.0,V3Si
4218,mp-504625,0.0,V3SiNi2
4219,,0.0,V4ZnO8
4220,mp-10126,0.0,V5SiB2
4221,,0.0,V6AgO15
4222,mp-619128,0.0,V6PbO11
4223,,0.0,V8O
4224,mp-1198619,2.24,VAg(IO4)2
4225,mp-6543,0.0,VAg(PSe3)2
4226,,2.16,VAg2I3O11
4227,mp-1491,0.0,VB2
4228,,2.2,VBi(SeO4)2
4229,,3.25,VBi24O41
4230,,0.0,VCo
4231,,0.0,VCu3(PO4)4
4232,mp-3762,1.0,VCu3S4
4233,,0.0,VFeRu2
4234,mp-567636,0.46,VFeSb
4235,mp-1195697,3.0,VGa(TeO4)2
4236,,1.92,VIn(NiO3)2
4237,mp-569250,0.0,VIr
4238,mp-1082,0.0,VIr3
4239,mp-11531,0.0,VNi2
4240,,0.0,VNi5(PO4)6
4241,mp-19184,0.3,VO
4242,mp-1114,0.0,VP
4243,mp-8251,0.0,VP4
4244,mp-18835,0.0,VPO4
4245,mp-12108,0.0,VPt2
4246,mp-7821,0.0,VSb
4247,mp-2540,0.0,VTc
4248,mp-11687,0.0,VTe2
4249,,2.51,VTeHO5
4250,mp-1105584,2.4,VZn2BiO6
4251,,0.0,VZnRu2
4252,mp-2034,0.0,W2C
4253,,0.0,W2N
4254,,0.0,W3O7F
4255,mp-23269,0.0,WCl3
4256,mp-11029,0.0,Y(Al2Cu)4
4257,mp-16744,0.0,Y(Al5Fe)2
4258,mp-10435,0.0,Y(AlSi)2
4259,mp-4740,0.0,Y(CrSi)2
4260,,0.88,Y(CuSe)3
4261,mp-3390,0.0,Y(CuSi)2
4262,,0.72,Y(CuTe)3
4263,mp-5288,0.0,Y(FeSi)2
4264,mp-568940,0.0,Y(NiP)2
4265,mp-9906,0.0,Y(Re2Si)2
4266,mp-1080646,0.0,Y(SiPt)2
4267,mp-3441,0.0,Y(SiRh)2
4268,mp-568673,0.0,Y(SiRu)2
4269,mp-11445,0.0,Y(TiGa2)2
4270,,0.0,Y2AlZn
4271,mp-1695,0.0,Y2C3
4272,,0.0,Y2CuO4
4273,mp-1025339,0.0,Y2Fe2Si2C
4274,mp-13546,0.0,Y2Ge2O7
4275,mp-541609,0.0,Y2Ge5Ir3
4276,mp-18265,0.0,Y2Mo2O7
4277,mp-2652,5.6,Y2O3
4278,mp-504560,0.0,Y2ReB6
4279,mp-20643,0.0,Y2Ru2O7
4280,mp-541289,2.9,Y2S3
4281,,0.0,Y2U3O11
4282,,0.0,Y3(Fe31B7)2
4283,mp-10209,0.0,Y3Al3NiGe2
4284,,0.0,Y3Fe29
4285,mp-21491,0.0,Y3GaCo3
4286,mp-1189598,2.88,Y3GaS6
4287,mp-17381,0.0,Y3Ge4
4288,mp-14244,0.0,Y3Si3Pd2
4289,,0.0,Y3Tm
4290,,0.0,Y4AsSe3
4291,mp-1200885,0.0,Y4C7
4292,,0.0,Y4CuTe8
4293,,2.06,Y4GaSbS9
4294,,1.95,Y4US5O3
4295,,2.38,Y6Zn(SiS7)2
4296,,0.0,YAgO3
4297,mp-29736,0.0,YAlGe
4298,mp-1095464,0.0,YAlPd
4299,mp-933,0.0,YAs
4300,mp-9880,0.0,YB2C
4301,mp-12737,0.0,YB2Rh2C
4302,,0.8,YB66
4303,mp-23241,0.0,YBi
4304,,3.78,YCd4B3O10
4305,,0.0,YCdHg2
4306,,0.0,YCdPd2
4307,,0.0,YCdPt2
4308,mp-1294,0.0,YCo2
4309,mp-22668,0.0,YCoO3
4310,,0.0,YCu3(WO3)4
4311,mp-2918,3.5,YCuO2
4312,,0.0,YErRh2
4313,mp-24650,0.0,YH2
4314,,4.83,YH2NO5
4315,mp-30725,0.0,YHg2
4316,mp-22056,0.0,YIn2Ni
4317,mp-570765,0.0,YMg4Cu
4318,mp-13090,0.0,YMgAl
4319,mp-13172,0.0,YMgCu4
4320,mp-5590,0.0,YMgGa
4321,mp-560118,3.82,YMoClO4
4322,mp-555913,3.78,YMoO4F
4323,mp-2114,1.9,YN
4324,mp-7559,0.0,YNi4B
4325,,0.27,YSbPd
4326,mp-4964,0.16,YSbPt
4327,,0.0,YScO2
4328,mp-12769,0.0,YSi2
4329,mp-20557,0.0,YSiNi
4330,mp-21069,0.0,YSiRu
4331,mp-11571,0.0,YSn3
4332,,0.0,YTi4(CuO4)3
4333,mp-4355,0.0,YTiO3
4334,,0.0,YTmCu2
4335,,2.09,YV(BiO4)2
4336,,2.7,YVSeO10
4337,,2.2,YVTeO10
4338,,0.0,YWO3
4339,mp-30885,0.0,YZn5
4340,,1.58,YZnBiO4
4341,mp-4410,0.0,Yb(Al2Mo)2
4342,mp-573498,0.0,Yb(AlGa)2
4343,mp-4041,0.0,Yb(AlGe)2
4344,mp-10405,0.0,Yb(AlSi)2
4345,,1.56,Yb(CuS)3
4346,,0.2,Yb(CuSe)3
4347,mp-613612,0.0,Yb(Fe2Ge)2
4348,mp-21795,0.0,Yb(Ga4Co)2
4349,mp-561799,2.3,Yb(GaS2)2
4350,mp-1104171,1.8,Yb(GaSe2)2
4351,,0.0,Yb(HO)3
4352,mp-558464,0.0,Yb(IO3)3
4353,,1.31,Yb(InS2)3
4354,mp-9592,0.0,Yb(MnAs)2
4355,mp-1194386,1.12,Yb(SbS2)2
4356,,0.34,Yb(SbTe2)2
4357,mp-10668,0.0,Yb(SiAg)2
4358,mp-10626,0.0,Yb(SiRh)2
4359,mp-8792,0.0,Yb11(Ni10C)6
4360,,0.0,Yb14Ti10O41
4361,,0.0,Yb16S29
4362,mp-569434,0.0,Yb2(ZnGe)3
4363,mp-645504,0.0,Yb23Mg4Cu7
4364,,0.0,Yb2Ce8O19
4365,mp-1194516,1.6,Yb2EuS4
4366,mp-645707,1.3,Yb2EuSe4
4367,mp-10998,0.0,Yb2Ge2Ir
4368,,0.0,Yb2HgPb
4369,mp-21267,0.0,Yb2InPd2
4370,,0.0,Yb2MgS4
4371,,0.0,Yb2MgSe4
4372,,5.22,Yb2O3
4373,,0.0,Yb2SmS4
4374,mp-570050,0.0,Yb2Sn
4375,,0.0,Yb2ZnPb
4376,mp-3800,0.0,Yb3Al5O12
4377,mp-3046,0.0,Yb3Sn13Rh4
4378,,0.0,Yb3Tc
4379,,0.0,Yb3Ti3O14
4380,,0.0,Yb3V
4381,,1.71,Yb4Sb2S11.25
4382,mp-1295,0.0,Yb4Sb3
4383,mp-570527,0.0,Yb5Au4
4384,,0.0,Yb6U3O17
4385,mp-569159,0.0,Yb8Ge3Sb5
4386,mp-568559,0.0,YbAg2
4387,mp-9776,0.0,YbAgGe
4388,mp-13166,0.0,YbAgO2
4389,mp-1259,0.0,YbAl3
4390,,1.02,YbAs
4391,mp-1025051,0.0,YbB2Rh3
4392,,1.27,YbB66
4393,mp-5364,0.0,YbBO3
4394,,0.0,YbCdHg2
4395,,1.37,YbCe2CuS5
4396,,1.05,YbCe2CuSe5
4397,mp-5111,0.0,YbCuGe
4398,mp-8124,0.0,YbCuSi
4399,,0.0,YbDyPd2
4400,mp-972051,0.0,YbGa2Pd
4401,mp-20498,0.0,YbGeRh
4402,mp-1191250,0.0,YbH2ClO2
4403,mp-1102692,0.0,YbIn4Ni
4404,mp-672274,0.0,YbIn4Rh
4405,mp-1584,0.0,YbIr2
4406,mp-11098,0.0,YbMgPd
4407,mp-704504,0.0,YbMn2O5
4408,,1.35,YbNd2CuS5
4409,,0.0,YbNd3
4410,,0.0,YbNdAg2
4411,mp-4179,0.0,YbPO4
4412,,0.0,YbPmPt2
4413,,0.0,YbPr11Se16
4414,,1.25,YbPr2CuS5
4415,mp-2235,0.0,YbRh2
4416,,1.0,YbSb
4417,,0.22,YbSb4Te7
4418,mp-286,1.5,YbSe
4419,mp-972406,0.0,YbSi2Ni
4420,,1.28,YbSm2CuS5
4421,,0.0,YbSmRh2
4422,mp-16641,0.0,YbSn2Pd
4423,mp-11973,0.0,YbSnRh
4424,,0.75,YbSnTe2
4425,mp-1779,1.8,YbTe
4426,mp-16472,0.0,YbTlS2
4427,mp-570118,0.0,YbTlSe2
4428,mp-1103822,4.23,YbWClO4
4429,,0.0,YbZnAu2
4430,mp-13026,0.0,YbZnPt
4431,,2.88,Zn(Bi19O29)2
4432,,0.0,Zn(CoO2)2
4433,,0.0,Zn(CuO2)2
4434,,0.0,Zn(FeN)2
4435,mp-15776,1.72,Zn(GaSe2)2
4436,,1.39,Zn0.01Ga0.99As0.99Se0.01
4437,,2.25,Zn0.01Ga0.99P0.99S0.01
4438,,2.24,Zn0.01Ga0.99P0.99Se0.01
4439,,0.72,Zn0.01Ga0.99Sb0.99Te0.01
4440,,0.85,Zn0.05Ga0.95Sb0.95Te0.05
4441,,1.47,Zn0.15Ga0.85As0.85Se0.15
4442,,1.0,Zn0.1Ga0.9Sb0.9Te0.1
4443,,1.51,Zn0.25Ga0.75As0.75Se0.25
4444,,2.18,Zn0.25Ga0.75P0.75Se0.25
4445,,1.15,Zn0.2Ga0.8Sb0.8Te0.2
4446,,0.07,Zn0.2Hg0.8Te1
4447,,2.3,Zn0.3Ga0.7P0.7S0.3
4448,,1.67,Zn0.42Ga0.58As0.58Se0.42
4449,,0.42,Zn0.4Hg0.6Se1
4450,,0.8,Zn0.55Hg0.45Se1
4451,,1.52,Zn0.5Ga0.5As0.5Se0.5
4452,,2.13,Zn0.5Ga0.5P0.5Se0.5
4453,,1.0,Zn0.65Hg0.35Se1
4454,,1.8,Zn0.6Ga0.4As0.4Se0.6
4455,,3.2,Zn0.75Cd0.25Se1
4456,,1.4,Zn0.75Hg0.25Se1
4457,,1.93,Zn0.7Ga0.3As0.3Se0.7
4458,,2.15,Zn0.7Ga0.3P0.3Se0.7
4459,,2.25,Zn0.85Ga0.15As0.15Se0.85
4460,,1.8,Zn0.85Hg0.15Se1
4461,,1.66,Zn0.86Hg0.14Te1
4462,,1.4,Zn0.8Hg0.2Se1
4463,,1.4,Zn0.8Hg0.2Te1
4464,,1.9,Zn0.92Hg0.08Te1
4465,,2.03,Zn0.94Hg0.06Te1
4466,,2.4,Zn0.95Ga0.05P0.05Se0.95
4467,,2.59,Zn0.99Ga0.01As0.01Se0.99
4468,,3.7,Zn0.99Ga0.01P0.01S0.99
4469,,2.6,Zn0.99Ga0.01P0.01Se0.99
4470,,2.1,Zn0.99Ga0.01Sb0.01Te0.99
4471,,2.6,Zn0.99Hg0.01Se1
4472,,2.34,Zn0.9Ga0.1As0.1Se0.9
4473,,2.8,Zn0.9Ga0.1P0.1S0.9
4474,,2.3,Zn0.9Ga0.1P0.1Se0.9
4475,,1.75,Zn0.9Hg0.1Se1
4476,,1.74,Zn0.9Hg0.1Te1
4477,mp-28787,0.0,Zn2BIr2
4478,,1.1,Zn2InCuSe4
4479,,1.05,Zn2InCuTe4
4480,mp-1191333,4.2,Zn2MoSeO7
4481,,0.0,Zn2Ni9O13
4482,,0.0,Zn2Sb3O8
4483,,0.0,Zn2SnN2
4484,mp-1192126,4.1,Zn2TeMoO7
4485,,0.0,Zn2WN2
4486,mp-557683,2.6,Zn3(BO3)2
4487,mp-30311,3.07,Zn3(PS4)2
4488,,2.99,Zn3.5Ga1Sn0.5O6
4489,,0.0,Zn3Cd
4490,,0.0,Zn3Cu
4491,,0.0,Zn3Cu10(TeO6)6
4492,mp-9460,0.0,Zn3N2
4493,mp-2071,1.15,Zn3P2
4494,,3.0,Zn4.5Ga1Sn0.5O7
4495,,2.99,Zn5.5Ga1Sn0.5O8
4496,,2.71,Zn6S5Cl2
4497,mp-30361,0.0,Zn8Ag5
4498,,0.0,ZnAgF5
4499,mp-7372,0.9,ZnAs
4500,mp-1195627,4.6,ZnB12(H5O12)2
4501,,0.0,ZnCrO2
4502,mp-6408,2.1,ZnCu2GeS4
4503,mp-10824,1.63,ZnCu2GeSe4
4504,mp-1104843,2.33,ZnCu2SiSe4
4505,mp-1078498,1.47,ZnCu2SiTe4
4506,mp-1078918,1.44,ZnCu2SnSe4
4507,mp-1079468,1.39,ZnCu2SnTe4
4508,,0.0,ZnCu3P3O13
4509,,0.0,ZnGaRh2
4510,,2.65,ZnHg3(SCl2)2
4511,,2.23,ZnHg3(SeCl2)2
4512,mp-27161,4.53,ZnI2
4513,,0.0,ZnIrO3
4514,mp-753,1.05,ZnSb
4515,,3.3,ZnSb2MoO7
4516,,0.0,ZnSb3
4517,mp-1189914,3.28,ZnSi(AgS2)2
4518,mp-3595,2.12,ZnSiAs2
4519,mp-4763,2.07,ZnSiP2
4520,,0.0,ZnSn3
4521,mp-13334,3.9,ZnSnO3
4522,,2.37,ZnTc
4523,,0.0,ZnWO2
4524,mp-19792,0.0,Zr(Fe2Si)2
4525,mp-505598,0.0,Zr(Ni2P)2
4526,,1.71,Zr0.67Ta1.33N3.03O0.12
4527,,2.48,Zr1.33Ta0.67N1.63O1.89
4528,,2.31,Zr1.33Ta0.67N1.97O1.38
4529,,1.93,Zr1.33Ta0.67N2.61O0.42
4530,,1.26,Zr1.86Cu1S4
4531,mp-541854,0.0,Zr2(Co7B2)3
4532,mp-2557,0.0,Zr2Al
4533,mp-972631,0.0,Zr2Co12P7
4534,mp-14025,0.0,Zr2CuS4
4535,mp-642803,0.0,Zr2HBr2
4536,mp-602268,0.0,Zr2In5Ni
4537,mp-18648,0.0,Zr2Ni12P7
4538,mp-22642,0.0,Zr2Se
4539,mp-21559,0.0,Zr2Te
4540,,0.0,Zr3(Al2C3)2
4541,mp-27961,0.0,Zr3(Cu2Si3)2
4542,,0.0,Zr3Ag
4543,mp-13470,0.0,Zr3Al2
4544,mp-1630,0.0,Zr3Hg
4545,mp-30748,0.0,Zr3Ir
4546,,0.0,Zr3NiO
4547,mp-561418,0.2,Zr3O
4548,,0.0,Zr4AlNi2
4549,mp-22233,0.0,Zr4Co4Ge7
4550,mp-16724,0.0,Zr5Al3
4551,mp-972176,0.0,Zr5Al3C
4552,mp-505759,0.0,Zr5Sb3
4553,mp-542816,0.0,Zr5SiSb3
4554,mp-510522,0.0,Zr5Sn3
4555,mp-543001,0.0,Zr5Sn4
4556,mp-24670,0.0,Zr6Al2CoH10
4557,,0.0,Zr6Al2Ni
4558,mp-653981,0.0,Zr6NiCl15
4559,,0.18,Zr6O
4560,mp-12972,0.0,Zr6Sb2Pt
4561,mp-583740,0.0,Zr7P4
4562,,0.0,Zr7Sb4
4563,mp-30183,0.0,ZrAl5Ni2
4564,mp-567927,0.0,ZrAlPt
4565,,0.0,ZrAlRu2
4566,,0.0,ZrAlW
4567,mp-17813,0.0,ZrAu4
4568,mp-1472,0.0,ZrB2
4569,mp-2795,0.6,ZrC
4570,mp-1017540,0.0,ZrCd
4571,mp-21591,0.0,ZrCrSi2
4572,mp-601253,0.0,ZrGaPt
4573,mp-2430,0.0,ZrGe2
4574,mp-637736,0.0,ZrGeRu
4575,,0.0,ZrHCl
4576,,2.48,ZrHg4(AsCl3)2
4577,mp-1200713,3.22,ZrHg4(PCl3)2
4578,mp-623134,0.0,ZrInCu2
4579,,0.0,ZrInPd2
4580,,0.0,ZrInRh2
4581,mp-715,0.0,ZrIr2
4582,,0.0,ZrMo3
4583,mp-1102687,0.0,ZrNiGe
4584,mp-20697,0.55,ZrNiSb
4585,,0.0,ZrNiSn
4586,mp-2858,4.99,ZrO2
4587,mp-1018102,0.0,ZrPd2
4588,mp-30842,0.0,ZrPd3
4589,mp-12109,0.0,ZrRe2
4590,mp-669917,0.0,ZrRh
4591,mp-10706,0.0,ZrRu3C
4592,mp-1186,2.75,ZrS2
4593,mp-569671,0.0,ZrSb
4594,mp-31457,0.0,ZrSbRu
4595,,0.0,ZrSe
4596,mp-2076,2.0,ZrSe2
4597,mp-1515,0.0,ZrSi2
4598,mp-19917,0.0,ZrSiTe
4599,,1.72,ZrTaN3
4600,mp-1539,0.0,ZrTe
4601,,0.0,ZrTi2O
4602,mp-16548,0.0,ZrTiF6
4603,mp-675,0.0,ZrW2
